SIMPLE,BITPIX,NAXIS,EXTEND,TEFF,LOGG,RADIUS,MASS,LSTAR,ALPHA,K,DELTA,QBAR,ZHE,HE,SI,MDOT,VINF,DMOM,LOGQ,HOPF_1,HOPF_2,HOPF_3,VROT,OMEGA,VESC,SIGMA_E,MUE,GAMMA,C_SOUND,U_CRIT,R_CRIT,W_CRIT,V_CRIT,DW_CRIT,RHO_CRIT,Z_CRIT,Y_CRIT,V_EIGEN,RHO_WIND,VMICRO,MDOTE-6,LOGMDOT,LOGLSTAR
True,8,0,True,36000.0,3.75,8.8893,16.22,119700.0,0.45,0.25,0.33,60.16,2.0,0.1,7.21,4.864263e-07,453.7851,4148000000000000185958662144.000000,-11.72,0.75,0.44,4.4,0.0,0.0,749.4,0.3413,0.6087,0.1928,22.11,-0.06338,15.78,18.63,411.9,22.67,0.06004,0.8217,422.4,131.2,13.57,20.0,0.48642630000000003,-6.312982951753231,5.078094150406411
True,8,0,True,36000.0,3.75,8.8893,16.22,119700.0,0.45,0.25,0.33,60.16,2.0,0.1,7.21,4.864263e-07,453.7851,4148000000000000185958662144.000000,-11.72,0.75,0.44,4.4,0.0,0.0,749.4,0.3413,0.6087,0.1928,22.11,-0.06338,15.78,18.63,411.9,22.67,0.06004,0.8217,422.4,131.2,13.57,25.0,0.48642630000000003,-6.312982951753231,5.078094150406411
True,8,0,True,36000.0,3.75,8.8893,16.22,119700.0,0.51,0.1,0.35,38.32,2.0,0.1,7.81,1.7905891e-08,505.05292,169899999999999991619780608.000000,-13.23,0.95,0.48,4.4,0.0,0.0,749.4,0.3413,0.6087,0.1928,22.11,-0.05739,17.42,20.96,463.4,25.55,0.001611,0.8203,535.5,98.13,0.4487,1.0,0.017905891,-7.747004063551508,5.078094150406411
True,8,0,True,36000.0,3.75,8.8893,16.22,119700.0,0.51,0.1,0.35,38.32,2.0,0.1,7.81,1.7905891e-08,505.05292,169899999999999991619780608.000000,-13.23,0.95,0.48,4.4,0.0,0.0,749.4,0.3413,0.6087,0.1928,22.11,-0.05739,17.42,20.96,463.4,25.55,0.001611,0.8203,535.5,98.13,0.4487,5.0,0.017905891,-7.747004063551508,5.078094150406411
True,8,0,True,36000.0,3.75,8.8893,16.22,119700.0,0.51,0.1,0.35,38.32,2.0,0.1,7.81,1.7905891e-08,505.05292,169899999999999991619780608.000000,-13.23,0.95,0.48,4.4,0.0,0.0,749.4,0.3413,0.6087,0.1928,22.11,-0.05739,17.42,20.96,463.4,25.55,0.001611,0.8203,535.5,98.13,0.4487,10.0,0.017905891,-7.747004063551508,5.078094150406411
True,8,0,True,36000.0,3.75,8.8893,16.22,119700.0,0.51,0.1,0.35,38.32,2.0,0.1,7.81,1.7905891e-08,505.05292,169899999999999991619780608.000000,-13.23,0.95,0.48,4.4,0.0,0.0,749.4,0.3413,0.6087,0.1928,22.11,-0.05739,17.42,20.96,463.4,25.55,0.001611,0.8203,535.5,98.13,0.4487,15.0,0.017905891,-7.747004063551508,5.078094150406411
True,8,0,True,36000.0,3.75,8.8893,16.22,119700.0,0.51,0.1,0.35,38.32,2.0,0.1,7.81,1.7905891e-08,505.05292,169899999999999991619780608.000000,-13.23,0.95,0.48,4.4,0.0,0.0,749.4,0.3413,0.6087,0.1928,22.11,-0.05739,17.42,20.96,463.4,25.55,0.001611,0.8203,535.5,98.13,0.4487,20.0,0.017905891,-7.747004063551508,5.078094150406411
True,8,0,True,36000.0,3.75,8.8893,16.22,119700.0,0.51,0.1,0.35,38.32,2.0,0.1,7.81,1.7905891e-08,505.05292,169899999999999991619780608.000000,-13.23,0.95,0.48,4.4,0.0,0.0,749.4,0.3413,0.6087,0.1928,22.11,-0.05739,17.42,20.96,463.4,25.55,0.001611,0.8203,535.5,98.13,0.4487,25.0,0.017905891,-7.747004063551508,5.078094150406411
True,8,0,True,36000.0,3.75,8.8893,16.22,119700.0,0.51,0.15,0.34,87.66,2.0,0.1,7.81,2.1316118e-07,514.78238,2061999999999999970774089728.000000,-12.16,0.75,0.44,4.4,0.0,0.0,749.4,0.3413,0.6087,0.1928,22.11,-0.05839,17.13,21.4,473.2,25.08,0.01944,0.8533,536.8,96.53,5.24,1.0,0.21316118,-6.671291884293059,5.078094150406411
True,8,0,True,36000.0,3.75,8.8893,16.22,119700.0,0.51,0.15,0.34,87.66,2.0,0.1,7.81,2.1316118e-07,514.78238,2061999999999999970774089728.000000,-12.16,0.75,0.44,4.4,0.0,0.0,749.4,0.3413,0.6087,0.1928,22.11,-0.05839,17.13,21.4,473.2,25.08,0.01944,0.8533,536.8,96.53,5.24,5.0,0.21316118,-6.671291884293059,5.078094150406411
True,8,0,True,36000.0,3.75,8.8893,16.22,119700.0,0.51,0.15,0.34,87.66,2.0,0.1,7.81,2.1316118e-07,514.78238,2061999999999999970774089728.000000,-12.16,0.75,0.44,4.4,0.0,0.0,749.4,0.3413,0.6087,0.1928,22.11,-0.05839,17.13,21.4,473.2,25.08,0.01944,0.8533,536.8,96.53,5.24,10.0,0.21316118,-6.671291884293059,5.078094150406411
True,8,0,True,36000.0,3.75,8.8893,16.22,119700.0,0.51,0.15,0.34,87.66,2.0,0.1,7.81,2.1316118e-07,514.78238,2061999999999999970774089728.000000,-12.16,0.75,0.44,4.4,0.0,0.0,749.4,0.3413,0.6087,0.1928,22.11,-0.05839,17.13,21.4,473.2,25.08,0.01944,0.8533,536.8,96.53,5.24,15.0,0.21316118,-6.671291884293059,5.078094150406411
True,8,0,True,36000.0,3.75,8.8893,16.22,119700.0,0.51,0.15,0.34,87.66,2.0,0.1,7.81,2.1316118e-07,514.78238,2061999999999999970774089728.000000,-12.16,0.75,0.44,4.4,0.0,0.0,749.4,0.3413,0.6087,0.1928,22.11,-0.05839,17.13,21.4,473.2,25.08,0.01944,0.8533,536.8,96.53,5.24,20.0,0.21316118,-6.671291884293059,5.078094150406411
True,8,0,True,36000.0,3.75,8.8893,16.22,119700.0,0.51,0.15,0.34,87.66,2.0,0.1,7.81,2.1316118e-07,514.78238,2061999999999999970774089728.000000,-12.16,0.75,0.44,4.4,0.0,0.0,749.4,0.3413,0.6087,0.1928,22.11,-0.05839,17.13,21.4,473.2,25.08,0.01944,0.8533,536.8,96.53,5.24,25.0,0.21316118,-6.671291884293059,5.078094150406411
True,8,0,True,36000.0,3.75,8.8893,16.22,119700.0,0.45,0.2,0.32,40.09,2.0,0.1,7.81,7.802806e-08,458.01097,671600000000000022447915008.000000,-12.52,1.05,0.27,3.0,0.0,0.0,749.4,0.3413,0.6087,0.1928,22.11,-0.06438,15.53,18.81,415.8,22.48,0.009843,0.8368,422.8,128.7,2.156,1.0,0.07802806,-7.107749190749064,5.078094150406411
True,8,0,True,36000.0,3.75,8.8893,16.22,119700.0,0.45,0.2,0.32,40.09,2.0,0.1,7.81,7.802806e-08,458.01097,671600000000000022447915008.000000,-12.52,1.05,0.27,3.0,0.0,0.0,749.4,0.3413,0.6087,0.1928,22.11,-0.06438,15.53,18.81,415.8,22.48,0.009843,0.8368,422.8,128.7,2.156,5.0,0.07802806,-7.107749190749064,5.078094150406411
True,8,0,True,36000.0,3.75,8.8893,16.22,119700.0,0.45,0.2,0.32,40.09,2.0,0.1,7.81,7.802806e-08,458.01097,671600000000000022447915008.000000,-12.52,1.05,0.27,3.0,0.0,0.0,749.4,0.3413,0.6087,0.1928,22.11,-0.06438,15.53,18.81,415.8,22.48,0.009843,0.8368,422.8,128.7,2.156,10.0,0.07802806,-7.107749190749064,5.078094150406411
True,8,0,True,36000.0,3.75,8.8893,16.22,119700.0,0.45,0.2,0.32,40.09,2.0,0.1,7.81,7.802806e-08,458.01097,671600000000000022447915008.000000,-12.52,1.05,0.27,3.0,0.0,0.0,749.4,0.3413,0.6087,0.1928,22.11,-0.06438,15.53,18.81,415.8,22.48,0.009843,0.8368,422.8,128.7,2.156,15.0,0.07802806,-7.107749190749064,5.078094150406411
True,8,0,True,36000.0,3.75,8.8893,16.22,119700.0,0.45,0.2,0.32,40.09,2.0,0.1,7.81,7.802806e-08,458.01097,671600000000000022447915008.000000,-12.52,1.05,0.27,3.0,0.0,0.0,749.4,0.3413,0.6087,0.1928,22.11,-0.06438,15.53,18.81,415.8,22.48,0.009843,0.8368,422.8,128.7,2.156,20.0,0.07802806,-7.107749190749064,5.078094150406411
True,8,0,True,36000.0,3.75,8.8893,16.22,119700.0,0.45,0.2,0.32,40.09,2.0,0.1,7.81,7.802806e-08,458.01097,671600000000000022447915008.000000,-12.52,1.05,0.27,3.0,0.0,0.0,749.4,0.3413,0.6087,0.1928,22.11,-0.06438,15.53,18.81,415.8,22.48,0.009843,0.8368,422.8,128.7,2.156,25.0,0.07802806,-7.107749190749064,5.078094150406411
True,8,0,True,36000.0,3.75,8.8893,16.22,119700.0,0.45,0.15,0.33,23.76,2.0,0.1,7.36,7.0943477e-09,449.54888,59929999999999996304818176.000000,-13.55,0.95,0.48,4.4,0.0,0.0,749.4,0.3413,0.6087,0.1928,22.11,-0.06238,16.03,18.45,407.8,23.24,0.000857,0.7937,428.7,130.8,0.1997,1.0,0.0070943477,-8.14908753020142,5.078094150406411
True,8,0,True,36000.0,3.75,8.8893,16.22,119700.0,0.45,0.15,0.33,23.76,2.0,0.1,7.36,7.0943477e-09,449.54888,59929999999999996304818176.000000,-13.55,0.95,0.48,4.4,0.0,0.0,749.4,0.3413,0.6087,0.1928,22.11,-0.06238,16.03,18.45,407.8,23.24,0.000857,0.7937,428.7,130.8,0.1997,5.0,0.0070943477,-8.14908753020142,5.078094150406411
True,8,0,True,36000.0,3.75,8.8893,16.22,119700.0,0.45,0.15,0.33,23.76,2.0,0.1,7.36,7.0943477e-09,449.54888,59929999999999996304818176.000000,-13.55,0.95,0.48,4.4,0.0,0.0,749.4,0.3413,0.6087,0.1928,22.11,-0.06238,16.03,18.45,407.8,23.24,0.000857,0.7937,428.7,130.8,0.1997,10.0,0.0070943477,-8.14908753020142,5.078094150406411
True,8,0,True,36000.0,3.75,8.8893,16.22,119700.0,0.45,0.15,0.33,23.76,2.0,0.1,7.36,7.0943477e-09,449.54888,59929999999999996304818176.000000,-13.55,0.95,0.48,4.4,0.0,0.0,749.4,0.3413,0.6087,0.1928,22.11,-0.06238,16.03,18.45,407.8,23.24,0.000857,0.7937,428.7,130.8,0.1997,15.0,0.0070943477,-8.14908753020142,5.078094150406411
True,8,0,True,36000.0,3.75,8.8893,16.22,119700.0,0.45,0.15,0.33,23.76,2.0,0.1,7.36,7.0943477e-09,449.54888,59929999999999996304818176.000000,-13.55,0.95,0.48,4.4,0.0,0.0,749.4,0.3413,0.6087,0.1928,22.11,-0.06238,16.03,18.45,407.8,23.24,0.000857,0.7937,428.7,130.8,0.1997,20.0,0.0070943477,-8.14908753020142,5.078094150406411
True,8,0,True,36000.0,3.75,8.8893,16.22,119700.0,0.45,0.15,0.33,23.76,2.0,0.1,7.36,7.0943477e-09,449.54888,59929999999999996304818176.000000,-13.55,0.95,0.48,4.4,0.0,0.0,749.4,0.3413,0.6087,0.1928,22.11,-0.06238,16.03,18.45,407.8,23.24,0.000857,0.7937,428.7,130.8,0.1997,25.0,0.0070943477,-8.14908753020142,5.078094150406411
True,8,0,True,36000.0,3.9,7.0237,14.3,74750.0,0.51,0.25,0.35,248.6,2.0,0.1,7.66,7.6177446e-07,552.47995,7030000000000000535964942336.000000,-11.5,0.85,0.43,2.7,0.0,0.0,818.9,0.3413,0.6087,0.1365,22.11,-0.0524,19.08,23.17,512.2,27.7,0.08279,0.8366,641.7,111.2,27.95,1.0,0.7617744599999999,-6.118173592015062,4.8736111969964675
True,8,0,True,36000.0,3.9,7.0237,14.3,74750.0,0.51,0.25,0.35,248.6,2.0,0.1,7.66,7.6177446e-07,552.47995,7030000000000000535964942336.000000,-11.5,0.85,0.43,2.7,0.0,0.0,818.9,0.3413,0.6087,0.1365,22.11,-0.0524,19.08,23.17,512.2,27.7,0.08279,0.8366,641.7,111.2,27.95,5.0,0.7617744599999999,-6.118173592015062,4.8736111969964675
True,8,0,True,36000.0,3.9,7.0237,14.3,74750.0,0.51,0.25,0.35,248.6,2.0,0.1,7.66,7.6177446e-07,552.47995,7030000000000000535964942336.000000,-11.5,0.85,0.43,2.7,0.0,0.0,818.9,0.3413,0.6087,0.1365,22.11,-0.0524,19.08,23.17,512.2,27.7,0.08279,0.8366,641.7,111.2,27.95,10.0,0.7617744599999999,-6.118173592015062,4.8736111969964675
True,8,0,True,36000.0,3.9,7.0237,14.3,74750.0,0.51,0.25,0.35,248.6,2.0,0.1,7.66,7.6177446e-07,552.47995,7030000000000000535964942336.000000,-11.5,0.85,0.43,2.7,0.0,0.0,818.9,0.3413,0.6087,0.1365,22.11,-0.0524,19.08,23.17,512.2,27.7,0.08279,0.8366,641.7,111.2,27.95,15.0,0.7617744599999999,-6.118173592015062,4.8736111969964675
True,8,0,True,36000.0,3.9,7.0237,14.3,74750.0,0.51,0.25,0.35,248.6,2.0,0.1,7.66,7.6177446e-07,552.47995,7030000000000000535964942336.000000,-11.5,0.85,0.43,2.7,0.0,0.0,818.9,0.3413,0.6087,0.1365,22.11,-0.0524,19.08,23.17,512.2,27.7,0.08279,0.8366,641.7,111.2,27.95,20.0,0.7617744599999999,-6.118173592015062,4.8736111969964675
True,8,0,True,36000.0,3.9,7.0237,14.3,74750.0,0.51,0.25,0.35,248.6,2.0,0.1,7.66,7.6177446e-07,552.47995,7030000000000000535964942336.000000,-11.5,0.85,0.43,2.7,0.0,0.0,818.9,0.3413,0.6087,0.1365,22.11,-0.0524,19.08,23.17,512.2,27.7,0.08279,0.8366,641.7,111.2,27.95,25.0,0.7617744599999999,-6.118173592015062,4.8736111969964675
True,8,0,True,36000.0,3.45,14.2386,20.85,307200.0,0.51,0.1,0.35,38.32,2.0,0.1,7.21,1.5799128e-06,410.79111,15440000000000000007247757312.000000,-11.45,0.75,0.44,4.4,0.0,0.0,586.3,0.3413,0.6087,0.3847,22.11,-0.07636,13.1,16.53,365.5,19.24,0.1243,0.8593,318.1,70.18,18.97,1.0,1.5799128,-5.801366882364498,5.487421211359474
True,8,0,True,36000.0,3.45,14.2386,20.85,307200.0,0.51,0.1,0.35,38.32,2.0,0.1,7.21,1.5799128e-06,410.79111,15440000000000000007247757312.000000,-11.45,0.75,0.44,4.4,0.0,0.0,586.3,0.3413,0.6087,0.3847,22.11,-0.07636,13.1,16.53,365.5,19.24,0.1243,0.8593,318.1,70.18,18.97,5.0,1.5799128,-5.801366882364498,5.487421211359474
True,8,0,True,36000.0,3.45,14.2386,20.85,307200.0,0.51,0.1,0.35,38.32,2.0,0.1,7.21,1.5799128e-06,410.79111,15440000000000000007247757312.000000,-11.45,0.75,0.44,4.4,0.0,0.0,586.3,0.3413,0.6087,0.3847,22.11,-0.07636,13.1,16.53,365.5,19.24,0.1243,0.8593,318.1,70.18,18.97,10.0,1.5799128,-5.801366882364498,5.487421211359474
True,8,0,True,36000.0,3.45,14.2386,20.85,307200.0,0.51,0.1,0.35,38.32,2.0,0.1,7.21,1.5799128e-06,410.79111,15440000000000000007247757312.000000,-11.45,0.75,0.44,4.4,0.0,0.0,586.3,0.3413,0.6087,0.3847,22.11,-0.07636,13.1,16.53,365.5,19.24,0.1243,0.8593,318.1,70.18,18.97,15.0,1.5799128,-5.801366882364498,5.487421211359474
True,8,0,True,36000.0,3.45,14.2386,20.85,307200.0,0.51,0.1,0.35,38.32,2.0,0.1,7.21,1.5799128e-06,410.79111,15440000000000000007247757312.000000,-11.45,0.75,0.44,4.4,0.0,0.0,586.3,0.3413,0.6087,0.3847,22.11,-0.07636,13.1,16.53,365.5,19.24,0.1243,0.8593,318.1,70.18,18.97,20.0,1.5799128,-5.801366882364498,5.487421211359474
True,8,0,True,36000.0,3.45,14.2386,20.85,307200.0,0.51,0.1,0.35,38.32,2.0,0.1,7.21,1.5799128e-06,410.79111,15440000000000000007247757312.000000,-11.45,0.75,0.44,4.4,0.0,0.0,586.3,0.3413,0.6087,0.3847,22.11,-0.07636,13.1,16.53,365.5,19.24,0.1243,0.8593,318.1,70.18,18.97,25.0,1.5799128,-5.801366882364498,5.487421211359474
True,8,0,True,36000.0,3.6,11.2504,18.39,191800.0,0.51,0.05,0.33,9.313,2.0,0.1,7.36,3.2087872e-09,468.02872,31750000000000001212153856.000000,-14.08,0.85,0.43,11.43,0.0,0.0,673.5,0.3413,0.6087,0.2724,22.11,-0.06638,15.07,19.2,424.4,22.44,0.000263,0.8555,430.7,81.54,0.05417,1.0,0.0032087872,-8.493659083443655,5.282848602834645
True,8,0,True,36000.0,3.6,11.2504,18.39,191800.0,0.51,0.05,0.33,9.313,2.0,0.1,7.36,3.2087872e-09,468.02872,31750000000000001212153856.000000,-14.08,0.85,0.43,11.43,0.0,0.0,673.5,0.3413,0.6087,0.2724,22.11,-0.06638,15.07,19.2,424.4,22.44,0.000263,0.8555,430.7,81.54,0.05417,5.0,0.0032087872,-8.493659083443655,5.282848602834645
True,8,0,True,36000.0,3.6,11.2504,18.39,191800.0,0.51,0.05,0.33,9.313,2.0,0.1,7.36,3.2087872e-09,468.02872,31750000000000001212153856.000000,-14.08,0.85,0.43,11.43,0.0,0.0,673.5,0.3413,0.6087,0.2724,22.11,-0.06638,15.07,19.2,424.4,22.44,0.000263,0.8555,430.7,81.54,0.05417,10.0,0.0032087872,-8.493659083443655,5.282848602834645
True,8,0,True,36000.0,3.6,11.2504,18.39,191800.0,0.51,0.05,0.33,9.313,2.0,0.1,7.36,3.2087872e-09,468.02872,31750000000000001212153856.000000,-14.08,0.85,0.43,11.43,0.0,0.0,673.5,0.3413,0.6087,0.2724,22.11,-0.06638,15.07,19.2,424.4,22.44,0.000263,0.8555,430.7,81.54,0.05417,15.0,0.0032087872,-8.493659083443655,5.282848602834645
True,8,0,True,36000.0,3.6,11.2504,18.39,191800.0,0.51,0.05,0.33,9.313,2.0,0.1,7.36,3.2087872e-09,468.02872,31750000000000001212153856.000000,-14.08,0.85,0.43,11.43,0.0,0.0,673.5,0.3413,0.6087,0.2724,22.11,-0.06638,15.07,19.2,424.4,22.44,0.000263,0.8555,430.7,81.54,0.05417,20.0,0.0032087872,-8.493659083443655,5.282848602834645
True,8,0,True,36000.0,3.6,11.2504,18.39,191800.0,0.51,0.05,0.33,9.313,2.0,0.1,7.36,3.2087872e-09,468.02872,31750000000000001212153856.000000,-14.08,0.85,0.43,11.43,0.0,0.0,673.5,0.3413,0.6087,0.2724,22.11,-0.06638,15.07,19.2,424.4,22.44,0.000263,0.8555,430.7,81.54,0.05417,25.0,0.0032087872,-8.493659083443655,5.282848602834645
True,8,0,True,36000.0,3.6,11.2504,18.39,191800.0,0.45,0.1,0.3,11.37,2.0,0.1,7.21,8.566597e-09,425.57736,77069999999999998712348672.000000,-13.59,0.85,0.43,11.43,0.0,0.0,673.5,0.3413,0.6087,0.2724,22.11,-0.07536,13.27,17.24,381.0,19.51,0.001009,0.8837,336.2,106.2,0.159,1.0,0.008566597,-8.067191663213885,5.282848602834645
True,8,0,True,36000.0,3.6,11.2504,18.39,191800.0,0.45,0.1,0.3,11.37,2.0,0.1,7.21,8.566597e-09,425.57736,77069999999999998712348672.000000,-13.59,0.85,0.43,11.43,0.0,0.0,673.5,0.3413,0.6087,0.2724,22.11,-0.07536,13.27,17.24,381.0,19.51,0.001009,0.8837,336.2,106.2,0.159,5.0,0.008566597,-8.067191663213885,5.282848602834645
True,8,0,True,36000.0,3.6,11.2504,18.39,191800.0,0.45,0.1,0.3,11.37,2.0,0.1,7.21,8.566597e-09,425.57736,77069999999999998712348672.000000,-13.59,0.85,0.43,11.43,0.0,0.0,673.5,0.3413,0.6087,0.2724,22.11,-0.07536,13.27,17.24,381.0,19.51,0.001009,0.8837,336.2,106.2,0.159,10.0,0.008566597,-8.067191663213885,5.282848602834645
True,8,0,True,36000.0,3.6,11.2504,18.39,191800.0,0.45,0.1,0.3,11.37,2.0,0.1,7.21,8.566597e-09,425.57736,77069999999999998712348672.000000,-13.59,0.85,0.43,11.43,0.0,0.0,673.5,0.3413,0.6087,0.2724,22.11,-0.07536,13.27,17.24,381.0,19.51,0.001009,0.8837,336.2,106.2,0.159,15.0,0.008566597,-8.067191663213885,5.282848602834645
True,8,0,True,36000.0,3.6,11.2504,18.39,191800.0,0.45,0.1,0.3,11.37,2.0,0.1,7.21,8.566597e-09,425.57736,77069999999999998712348672.000000,-13.59,0.85,0.43,11.43,0.0,0.0,673.5,0.3413,0.6087,0.2724,22.11,-0.07536,13.27,17.24,381.0,19.51,0.001009,0.8837,336.2,106.2,0.159,20.0,0.008566597,-8.067191663213885,5.282848602834645
True,8,0,True,36000.0,3.6,11.2504,18.39,191800.0,0.45,0.1,0.3,11.37,2.0,0.1,7.21,8.566597e-09,425.57736,77069999999999998712348672.000000,-13.59,0.85,0.43,11.43,0.0,0.0,673.5,0.3413,0.6087,0.2724,22.11,-0.07536,13.27,17.24,381.0,19.51,0.001009,0.8837,336.2,106.2,0.159,25.0,0.008566597,-8.067191663213885,5.282848602834645
True,8,0,True,36000.0,3.6,11.2504,18.39,191800.0,0.45,0.2,0.32,40.09,2.0,0.1,7.36,1.1094922e-06,419.73588,9845000000000000547256008704.000000,-11.47,0.75,0.44,4.4,0.0,0.0,673.5,0.3413,0.6087,0.2724,22.11,-0.07236,13.82,17.02,376.3,20.04,0.122,0.8495,341.0,110.3,20.88,1.0,1.1094922,-5.954875746617071,5.282848602834645
True,8,0,True,36000.0,3.6,11.2504,18.39,191800.0,0.45,0.2,0.32,40.09,2.0,0.1,7.36,1.1094922e-06,419.73588,9845000000000000547256008704.000000,-11.47,0.75,0.44,4.4,0.0,0.0,673.5,0.3413,0.6087,0.2724,22.11,-0.07236,13.82,17.02,376.3,20.04,0.122,0.8495,341.0,110.3,20.88,5.0,1.1094922,-5.954875746617071,5.282848602834645
True,8,0,True,36000.0,3.6,11.2504,18.39,191800.0,0.45,0.2,0.32,40.09,2.0,0.1,7.36,1.1094922e-06,419.73588,9845000000000000547256008704.000000,-11.47,0.75,0.44,4.4,0.0,0.0,673.5,0.3413,0.6087,0.2724,22.11,-0.07236,13.82,17.02,376.3,20.04,0.122,0.8495,341.0,110.3,20.88,10.0,1.1094922,-5.954875746617071,5.282848602834645
True,8,0,True,36000.0,3.6,11.2504,18.39,191800.0,0.45,0.2,0.32,40.09,2.0,0.1,7.36,1.1094922e-06,419.73588,9845000000000000547256008704.000000,-11.47,0.75,0.44,4.4,0.0,0.0,673.5,0.3413,0.6087,0.2724,22.11,-0.07236,13.82,17.02,376.3,20.04,0.122,0.8495,341.0,110.3,20.88,15.0,1.1094922,-5.954875746617071,5.282848602834645
True,8,0,True,36000.0,3.6,11.2504,18.39,191800.0,0.45,0.2,0.32,40.09,2.0,0.1,7.36,1.1094922e-06,419.73588,9845000000000000547256008704.000000,-11.47,0.75,0.44,4.4,0.0,0.0,673.5,0.3413,0.6087,0.2724,22.11,-0.07236,13.82,17.02,376.3,20.04,0.122,0.8495,341.0,110.3,20.88,20.0,1.1094922,-5.954875746617071,5.282848602834645
True,8,0,True,36000.0,3.6,11.2504,18.39,191800.0,0.45,0.2,0.32,40.09,2.0,0.1,7.36,1.1094922e-06,419.73588,9845000000000000547256008704.000000,-11.47,0.75,0.44,4.4,0.0,0.0,673.5,0.3413,0.6087,0.2724,22.11,-0.07236,13.82,17.02,376.3,20.04,0.122,0.8495,341.0,110.3,20.88,25.0,1.1094922,-5.954875746617071,5.282848602834645
True,8,0,True,36000.0,3.6,11.2504,18.39,191800.0,0.45,0.15,0.33,23.76,2.0,0.1,7.66,1.2302672e-07,411.00322,1068999999999999960053448704.000000,-12.41,0.75,0.44,4.4,0.0,0.0,673.5,0.3413,0.6087,0.2724,22.11,-0.07137,14.01,16.61,367.3,20.29,0.01348,0.8189,337.1,111.8,2.365,1.0,0.12302671999999999,-6.91000055450939,5.282848602834645
True,8,0,True,36000.0,3.6,11.2504,18.39,191800.0,0.45,0.15,0.33,23.76,2.0,0.1,7.66,1.2302672e-07,411.00322,1068999999999999960053448704.000000,-12.41,0.75,0.44,4.4,0.0,0.0,673.5,0.3413,0.6087,0.2724,22.11,-0.07137,14.01,16.61,367.3,20.29,0.01348,0.8189,337.1,111.8,2.365,5.0,0.12302671999999999,-6.91000055450939,5.282848602834645
True,8,0,True,36000.0,3.6,11.2504,18.39,191800.0,0.45,0.15,0.33,23.76,2.0,0.1,7.66,1.2302672e-07,411.00322,1068999999999999960053448704.000000,-12.41,0.75,0.44,4.4,0.0,0.0,673.5,0.3413,0.6087,0.2724,22.11,-0.07137,14.01,16.61,367.3,20.29,0.01348,0.8189,337.1,111.8,2.365,10.0,0.12302671999999999,-6.91000055450939,5.282848602834645
True,8,0,True,36000.0,3.6,11.2504,18.39,191800.0,0.45,0.15,0.33,23.76,2.0,0.1,7.66,1.2302672e-07,411.00322,1068999999999999960053448704.000000,-12.41,0.75,0.44,4.4,0.0,0.0,673.5,0.3413,0.6087,0.2724,22.11,-0.07137,14.01,16.61,367.3,20.29,0.01348,0.8189,337.1,111.8,2.365,15.0,0.12302671999999999,-6.91000055450939,5.282848602834645
True,8,0,True,36000.0,3.6,11.2504,18.39,191800.0,0.45,0.15,0.33,23.76,2.0,0.1,7.66,1.2302672e-07,411.00322,1068999999999999960053448704.000000,-12.41,0.75,0.44,4.4,0.0,0.0,673.5,0.3413,0.6087,0.2724,22.11,-0.07137,14.01,16.61,367.3,20.29,0.01348,0.8189,337.1,111.8,2.365,20.0,0.12302671999999999,-6.91000055450939,5.282848602834645
True,8,0,True,36000.0,3.6,11.2504,18.39,191800.0,0.45,0.15,0.33,23.76,2.0,0.1,7.66,1.2302672e-07,411.00322,1068999999999999960053448704.000000,-12.41,0.75,0.44,4.4,0.0,0.0,673.5,0.3413,0.6087,0.2724,22.11,-0.07137,14.01,16.61,367.3,20.29,0.01348,0.8189,337.1,111.8,2.365,25.0,0.12302671999999999,-6.91000055450939,5.282848602834645
True,8,0,True,36000.0,3.6,11.2504,18.39,191800.0,0.45,0.2,0.33,40.09,2.0,0.1,7.21,1.3181885e-06,414.37281,11550000000000000936873295872.000000,-11.38,0.75,0.44,4.4,0.0,0.0,673.5,0.3413,0.6087,0.2724,22.11,-0.07137,14.01,16.78,371.0,20.2,0.143,0.8307,339.0,112.2,25.13,1.0,1.3181885,-5.880022481505076,5.282848602834645
True,8,0,True,36000.0,3.6,11.2504,18.39,191800.0,0.45,0.2,0.33,40.09,2.0,0.1,7.21,1.3181885e-06,414.37281,11550000000000000936873295872.000000,-11.38,0.75,0.44,4.4,0.0,0.0,673.5,0.3413,0.6087,0.2724,22.11,-0.07137,14.01,16.78,371.0,20.2,0.143,0.8307,339.0,112.2,25.13,5.0,1.3181885,-5.880022481505076,5.282848602834645
True,8,0,True,36000.0,3.6,11.2504,18.39,191800.0,0.45,0.2,0.33,40.09,2.0,0.1,7.21,1.3181885e-06,414.37281,11550000000000000936873295872.000000,-11.38,0.75,0.44,4.4,0.0,0.0,673.5,0.3413,0.6087,0.2724,22.11,-0.07137,14.01,16.78,371.0,20.2,0.143,0.8307,339.0,112.2,25.13,10.0,1.3181885,-5.880022481505076,5.282848602834645
True,8,0,True,36000.0,3.6,11.2504,18.39,191800.0,0.45,0.2,0.33,40.09,2.0,0.1,7.21,1.3181885e-06,414.37281,11550000000000000936873295872.000000,-11.38,0.75,0.44,4.4,0.0,0.0,673.5,0.3413,0.6087,0.2724,22.11,-0.07137,14.01,16.78,371.0,20.2,0.143,0.8307,339.0,112.2,25.13,15.0,1.3181885,-5.880022481505076,5.282848602834645
