SIMPLE,BITPIX,NAXIS,EXTEND,TEFF,LOGG,RADIUS,MASS,LSTAR,ALPHA,K,DELTA,QBAR,ZHE,HE,SI,MDOT,VINF,DMOM,LOGQ,HOPF_1,HOPF_2,HOPF_3,VROT,OMEGA,VESC,SIGMA_E,MUE,GAMMA,C_SOUND,U_CRIT,R_CRIT,W_CRIT,V_CRIT,DW_CRIT,RHO_CRIT,Z_CRIT,Y_CRIT,V_EIGEN,RHO_WIND,VMICRO,MDOTE-6,LOGMDOT,LOGLSTAR
True,8,0,True,30000.0,3.75,7.7844,12.44,44280.0,0.51,0.2,0.34,173.4,2.0,0.1,7.81,1.1503308e-08,504.00181,102000000000000007952400384.000000,-13.33,1.16,0.4,1.5,0.0,0.0,743.4,0.3413,0.6087,0.09298,20.18,-0.0534,18.73,23.13,466.8,27.41,0.00116,0.8439,634.0,107.9,0.3767,20.0,0.011503308,-7.939177251858688,4.646207612206685
True,8,0,True,30000.0,3.75,7.7844,12.44,44280.0,0.51,0.2,0.34,173.4,2.0,0.1,7.81,1.1503308e-08,504.00181,102000000000000007952400384.000000,-13.33,1.16,0.4,1.5,0.0,0.0,743.4,0.3413,0.6087,0.09298,20.18,-0.0534,18.73,23.13,466.8,27.41,0.00116,0.8439,634.0,107.9,0.3767,25.0,0.011503308,-7.939177251858688,4.646207612206685
True,8,0,True,30000.0,3.75,7.7844,12.44,44280.0,0.51,0.1,0.35,42.13,2.0,0.1,7.66,1.363046e-10,493.48193,1183000000000000044040192.000000,-15.24,1.16,0.4,1.5,0.0,0.0,743.4,0.3413,0.6087,0.09298,20.18,-0.0524,19.08,22.61,456.2,28.01,1.4e-05,0.8072,633.2,109.7,0.004558,1.0,0.0001363046,-9.865489487372177,4.646207612206685
True,8,0,True,30000.0,3.75,7.7844,12.44,44280.0,0.51,0.1,0.35,42.13,2.0,0.1,7.66,1.363046e-10,493.48193,1183000000000000044040192.000000,-15.24,1.16,0.4,1.5,0.0,0.0,743.4,0.3413,0.6087,0.09298,20.18,-0.0524,19.08,22.61,456.2,28.01,1.4e-05,0.8072,633.2,109.7,0.004558,5.0,0.0001363046,-9.865489487372177,4.646207612206685
True,8,0,True,30000.0,3.75,7.7844,12.44,44280.0,0.51,0.1,0.35,42.13,2.0,0.1,7.66,1.363046e-10,493.48193,1183000000000000044040192.000000,-15.24,1.16,0.4,1.5,0.0,0.0,743.4,0.3413,0.6087,0.09298,20.18,-0.0524,19.08,22.61,456.2,28.01,1.4e-05,0.8072,633.2,109.7,0.004558,10.0,0.0001363046,-9.865489487372177,4.646207612206685
True,8,0,True,30000.0,3.75,7.7844,12.44,44280.0,0.51,0.1,0.35,42.13,2.0,0.1,7.66,1.363046e-10,493.48193,1183000000000000044040192.000000,-15.24,1.16,0.4,1.5,0.0,0.0,743.4,0.3413,0.6087,0.09298,20.18,-0.0524,19.08,22.61,456.2,28.01,1.4e-05,0.8072,633.2,109.7,0.004558,15.0,0.0001363046,-9.865489487372177,4.646207612206685
True,8,0,True,30000.0,3.75,7.7844,12.44,44280.0,0.51,0.1,0.35,42.13,2.0,0.1,7.66,1.363046e-10,493.48193,1183000000000000044040192.000000,-15.24,1.16,0.4,1.5,0.0,0.0,743.4,0.3413,0.6087,0.09298,20.18,-0.0524,19.08,22.61,456.2,28.01,1.4e-05,0.8072,633.2,109.7,0.004558,20.0,0.0001363046,-9.865489487372177,4.646207612206685
True,8,0,True,30000.0,3.75,7.7844,12.44,44280.0,0.51,0.1,0.35,42.13,2.0,0.1,7.66,1.363046e-10,493.48193,1183000000000000044040192.000000,-15.24,1.16,0.4,1.5,0.0,0.0,743.4,0.3413,0.6087,0.09298,20.18,-0.0524,19.08,22.61,456.2,28.01,1.4e-05,0.8072,633.2,109.7,0.004558,25.0,0.0001363046,-9.865489487372177,4.646207612206685
True,8,0,True,30000.0,3.3,15.7806,18.13,182000.0,0.45,0.1,0.32,12.25,2.0,0.1,7.36,1.5450594e-09,350.43221,13559999999999999278579712.000000,-14.43,0.94,0.44,5.26,0.0,0.0,568.7,0.3413,0.6087,0.2621,20.18,-0.07835,12.76,15.31,309.0,18.85,0.000123,0.8125,288.6,97.56,0.0177,1.0,0.0015450594,-8.811054819413041,5.260071387985075
True,8,0,True,30000.0,3.3,15.7806,18.13,182000.0,0.45,0.1,0.32,12.25,2.0,0.1,7.36,1.5450594e-09,350.43221,13559999999999999278579712.000000,-14.43,0.94,0.44,5.26,0.0,0.0,568.7,0.3413,0.6087,0.2621,20.18,-0.07835,12.76,15.31,309.0,18.85,0.000123,0.8125,288.6,97.56,0.0177,5.0,0.0015450594,-8.811054819413041,5.260071387985075
True,8,0,True,30000.0,3.3,15.7806,18.13,182000.0,0.45,0.1,0.32,12.25,2.0,0.1,7.36,1.5450594e-09,350.43221,13559999999999999278579712.000000,-14.43,0.94,0.44,5.26,0.0,0.0,568.7,0.3413,0.6087,0.2621,20.18,-0.07835,12.76,15.31,309.0,18.85,0.000123,0.8125,288.6,97.56,0.0177,10.0,0.0015450594,-8.811054819413041,5.260071387985075
True,8,0,True,30000.0,3.3,15.7806,18.13,182000.0,0.45,0.1,0.32,12.25,2.0,0.1,7.36,1.5450594e-09,350.43221,13559999999999999278579712.000000,-14.43,0.94,0.44,5.26,0.0,0.0,568.7,0.3413,0.6087,0.2621,20.18,-0.07835,12.76,15.31,309.0,18.85,0.000123,0.8125,288.6,97.56,0.0177,15.0,0.0015450594,-8.811054819413041,5.260071387985075
True,8,0,True,30000.0,3.3,15.7806,18.13,182000.0,0.45,0.1,0.32,12.25,2.0,0.1,7.36,1.5450594e-09,350.43221,13559999999999999278579712.000000,-14.43,0.94,0.44,5.26,0.0,0.0,568.7,0.3413,0.6087,0.2621,20.18,-0.07835,12.76,15.31,309.0,18.85,0.000123,0.8125,288.6,97.56,0.0177,20.0,0.0015450594,-8.811054819413041,5.260071387985075
True,8,0,True,30000.0,3.3,15.7806,18.13,182000.0,0.45,0.1,0.32,12.25,2.0,0.1,7.36,1.5450594e-09,350.43221,13559999999999999278579712.000000,-14.43,0.94,0.44,5.26,0.0,0.0,568.7,0.3413,0.6087,0.2621,20.18,-0.07835,12.76,15.31,309.0,18.85,0.000123,0.8125,288.6,97.56,0.0177,25.0,0.0015450594,-8.811054819413041,5.260071387985075
True,8,0,True,30000.0,3.75,7.7844,12.44,44280.0,0.45,0.25,0.31,64.82,2.0,0.1,7.81,1.396226e-09,453.86752,11139999999999999286968320.000000,-14.18,1.16,0.4,1.5,0.0,0.0,743.4,0.3413,0.6087,0.09298,20.18,-0.05939,16.84,20.63,416.3,24.5,0.000195,0.8419,505.4,142.4,0.05077,1.0,0.001396226,-8.855044278984408,4.646207612206685
True,8,0,True,30000.0,3.75,7.7844,12.44,44280.0,0.45,0.25,0.31,64.82,2.0,0.1,7.81,1.396226e-09,453.86752,11139999999999999286968320.000000,-14.18,1.16,0.4,1.5,0.0,0.0,743.4,0.3413,0.6087,0.09298,20.18,-0.05939,16.84,20.63,416.3,24.5,0.000195,0.8419,505.4,142.4,0.05077,5.0,0.001396226,-8.855044278984408,4.646207612206685
True,8,0,True,30000.0,3.75,7.7844,12.44,44280.0,0.45,0.25,0.31,64.82,2.0,0.1,7.81,1.396226e-09,453.86752,11139999999999999286968320.000000,-14.18,1.16,0.4,1.5,0.0,0.0,743.4,0.3413,0.6087,0.09298,20.18,-0.05939,16.84,20.63,416.3,24.5,0.000195,0.8419,505.4,142.4,0.05077,10.0,0.001396226,-8.855044278984408,4.646207612206685
True,8,0,True,30000.0,3.75,7.7844,12.44,44280.0,0.45,0.25,0.31,64.82,2.0,0.1,7.81,1.396226e-09,453.86752,11139999999999999286968320.000000,-14.18,1.16,0.4,1.5,0.0,0.0,743.4,0.3413,0.6087,0.09298,20.18,-0.05939,16.84,20.63,416.3,24.5,0.000195,0.8419,505.4,142.4,0.05077,15.0,0.001396226,-8.855044278984408,4.646207612206685
True,8,0,True,30000.0,3.75,7.7844,12.44,44280.0,0.45,0.25,0.31,64.82,2.0,0.1,7.81,1.396226e-09,453.86752,11139999999999999286968320.000000,-14.18,1.16,0.4,1.5,0.0,0.0,743.4,0.3413,0.6087,0.09298,20.18,-0.05939,16.84,20.63,416.3,24.5,0.000195,0.8419,505.4,142.4,0.05077,20.0,0.001396226,-8.855044278984408,4.646207612206685
True,8,0,True,30000.0,3.75,7.7844,12.44,44280.0,0.45,0.25,0.31,64.82,2.0,0.1,7.81,1.396226e-09,453.86752,11139999999999999286968320.000000,-14.18,1.16,0.4,1.5,0.0,0.0,743.4,0.3413,0.6087,0.09298,20.18,-0.05939,16.84,20.63,416.3,24.5,0.000195,0.8419,505.4,142.4,0.05077,25.0,0.001396226,-8.855044278984408,4.646207612206685
True,8,0,True,30000.0,3.75,7.7844,12.44,44280.0,0.51,0.1,0.35,42.13,2.0,0.1,7.51,1.363046e-10,493.48193,1183000000000000044040192.000000,-15.24,1.16,0.4,1.5,0.0,0.0,743.4,0.3413,0.6087,0.09298,20.18,-0.0524,19.08,22.61,456.2,28.01,1.4e-05,0.8072,633.2,109.7,0.004558,1.0,0.0001363046,-9.865489487372177,4.646207612206685
True,8,0,True,30000.0,3.75,7.7844,12.44,44280.0,0.51,0.1,0.35,42.13,2.0,0.1,7.51,1.363046e-10,493.48193,1183000000000000044040192.000000,-15.24,1.16,0.4,1.5,0.0,0.0,743.4,0.3413,0.6087,0.09298,20.18,-0.0524,19.08,22.61,456.2,28.01,1.4e-05,0.8072,633.2,109.7,0.004558,5.0,0.0001363046,-9.865489487372177,4.646207612206685
True,8,0,True,30000.0,3.75,7.7844,12.44,44280.0,0.51,0.1,0.35,42.13,2.0,0.1,7.51,1.363046e-10,493.48193,1183000000000000044040192.000000,-15.24,1.16,0.4,1.5,0.0,0.0,743.4,0.3413,0.6087,0.09298,20.18,-0.0524,19.08,22.61,456.2,28.01,1.4e-05,0.8072,633.2,109.7,0.004558,10.0,0.0001363046,-9.865489487372177,4.646207612206685
True,8,0,True,30000.0,3.75,7.7844,12.44,44280.0,0.51,0.1,0.35,42.13,2.0,0.1,7.51,1.363046e-10,493.48193,1183000000000000044040192.000000,-15.24,1.16,0.4,1.5,0.0,0.0,743.4,0.3413,0.6087,0.09298,20.18,-0.0524,19.08,22.61,456.2,28.01,1.4e-05,0.8072,633.2,109.7,0.004558,15.0,0.0001363046,-9.865489487372177,4.646207612206685
True,8,0,True,30000.0,3.75,7.7844,12.44,44280.0,0.51,0.1,0.35,42.13,2.0,0.1,7.51,1.363046e-10,493.48193,1183000000000000044040192.000000,-15.24,1.16,0.4,1.5,0.0,0.0,743.4,0.3413,0.6087,0.09298,20.18,-0.0524,19.08,22.61,456.2,28.01,1.4e-05,0.8072,633.2,109.7,0.004558,20.0,0.0001363046,-9.865489487372177,4.646207612206685
True,8,0,True,30000.0,3.75,7.7844,12.44,44280.0,0.51,0.1,0.35,42.13,2.0,0.1,7.51,1.363046e-10,493.48193,1183000000000000044040192.000000,-15.24,1.16,0.4,1.5,0.0,0.0,743.4,0.3413,0.6087,0.09298,20.18,-0.0524,19.08,22.61,456.2,28.01,1.4e-05,0.8072,633.2,109.7,0.004558,25.0,0.0001363046,-9.865489487372177,4.646207612206685
True,8,0,True,30000.0,3.75,7.7844,12.44,44280.0,0.51,0.45,0.35,907.2,2.0,0.1,7.81,1.5737484e-06,503.17232,13929999999999999610600816640.000000,-11.19,0.8,0.34,1.5,0.0,0.0,743.4,0.3413,0.6087,0.09298,20.18,-0.0524,19.08,23.12,466.6,27.72,0.1528,0.8342,640.9,110.5,51.61,1.0,1.5737484000000002,-5.803064698422778,4.646207612206685
True,8,0,True,30000.0,3.75,7.7844,12.44,44280.0,0.51,0.45,0.35,907.2,2.0,0.1,7.81,1.5737484e-06,503.17232,13929999999999999610600816640.000000,-11.19,0.8,0.34,1.5,0.0,0.0,743.4,0.3413,0.6087,0.09298,20.18,-0.0524,19.08,23.12,466.6,27.72,0.1528,0.8342,640.9,110.5,51.61,5.0,1.5737484000000002,-5.803064698422778,4.646207612206685
True,8,0,True,30000.0,3.75,7.7844,12.44,44280.0,0.51,0.45,0.35,907.2,2.0,0.1,7.81,1.5737484e-06,503.17232,13929999999999999610600816640.000000,-11.19,0.8,0.34,1.5,0.0,0.0,743.4,0.3413,0.6087,0.09298,20.18,-0.0524,19.08,23.12,466.6,27.72,0.1528,0.8342,640.9,110.5,51.61,10.0,1.5737484000000002,-5.803064698422778,4.646207612206685
True,8,0,True,30000.0,3.75,7.7844,12.44,44280.0,0.51,0.45,0.35,907.2,2.0,0.1,7.81,1.5737484e-06,503.17232,13929999999999999610600816640.000000,-11.19,0.8,0.34,1.5,0.0,0.0,743.4,0.3413,0.6087,0.09298,20.18,-0.0524,19.08,23.12,466.6,27.72,0.1528,0.8342,640.9,110.5,51.61,15.0,1.5737484000000002,-5.803064698422778,4.646207612206685
True,8,0,True,30000.0,3.75,7.7844,12.44,44280.0,0.51,0.45,0.35,907.2,2.0,0.1,7.81,1.5737484e-06,503.17232,13929999999999999610600816640.000000,-11.19,0.8,0.34,1.5,0.0,0.0,743.4,0.3413,0.6087,0.09298,20.18,-0.0524,19.08,23.12,466.6,27.72,0.1528,0.8342,640.9,110.5,51.61,20.0,1.5737484000000002,-5.803064698422778,4.646207612206685
True,8,0,True,30000.0,3.75,7.7844,12.44,44280.0,0.51,0.45,0.35,907.2,2.0,0.1,7.81,1.5737484e-06,503.17232,13929999999999999610600816640.000000,-11.19,0.8,0.34,1.5,0.0,0.0,743.4,0.3413,0.6087,0.09298,20.18,-0.0524,19.08,23.12,466.6,27.72,0.1528,0.8342,640.9,110.5,51.61,25.0,1.5737484000000002,-5.803064698422778,4.646207612206685
True,8,0,True,30000.0,3.45,12.4688,15.99,113600.0,0.45,0.2,0.32,43.2,2.0,0.1,7.66,2.1953389e-08,387.62493,189399999999999984044867584.000000,-13.18,1.0,0.42,3.4,0.0,0.0,631.2,0.3413,0.6087,0.1855,20.18,-0.07037,14.21,17.24,347.8,20.7,0.00201,0.8327,356.8,114.2,0.3643,1.0,0.021953389,-7.658498427112578,5.055378331375
True,8,0,True,30000.0,3.45,12.4688,15.99,113600.0,0.45,0.2,0.32,43.2,2.0,0.1,7.66,2.1953389e-08,387.62493,189399999999999984044867584.000000,-13.18,1.0,0.42,3.4,0.0,0.0,631.2,0.3413,0.6087,0.1855,20.18,-0.07037,14.21,17.24,347.8,20.7,0.00201,0.8327,356.8,114.2,0.3643,5.0,0.021953389,-7.658498427112578,5.055378331375
True,8,0,True,30000.0,3.45,12.4688,15.99,113600.0,0.45,0.2,0.32,43.2,2.0,0.1,7.66,2.1953389e-08,387.62493,189399999999999984044867584.000000,-13.18,1.0,0.42,3.4,0.0,0.0,631.2,0.3413,0.6087,0.1855,20.18,-0.07037,14.21,17.24,347.8,20.7,0.00201,0.8327,356.8,114.2,0.3643,10.0,0.021953389,-7.658498427112578,5.055378331375
True,8,0,True,30000.0,3.45,12.4688,15.99,113600.0,0.45,0.2,0.32,43.2,2.0,0.1,7.66,2.1953389e-08,387.62493,189399999999999984044867584.000000,-13.18,1.0,0.42,3.4,0.0,0.0,631.2,0.3413,0.6087,0.1855,20.18,-0.07037,14.21,17.24,347.8,20.7,0.00201,0.8327,356.8,114.2,0.3643,15.0,0.021953389,-7.658498427112578,5.055378331375
True,8,0,True,30000.0,3.45,12.4688,15.99,113600.0,0.45,0.2,0.32,43.2,2.0,0.1,7.66,2.1953389e-08,387.62493,189399999999999984044867584.000000,-13.18,1.0,0.42,3.4,0.0,0.0,631.2,0.3413,0.6087,0.1855,20.18,-0.07037,14.21,17.24,347.8,20.7,0.00201,0.8327,356.8,114.2,0.3643,20.0,0.021953389,-7.658498427112578,5.055378331375
True,8,0,True,30000.0,3.45,12.4688,15.99,113600.0,0.45,0.2,0.32,43.2,2.0,0.1,7.66,2.1953389e-08,387.62493,189399999999999984044867584.000000,-13.18,1.0,0.42,3.4,0.0,0.0,631.2,0.3413,0.6087,0.1855,20.18,-0.07037,14.21,17.24,347.8,20.7,0.00201,0.8327,356.8,114.2,0.3643,25.0,0.021953389,-7.658498427112578,5.055378331375
True,8,0,True,30000.0,3.3,15.7806,18.13,182000.0,0.45,0.15,0.34,25.6,2.0,0.1,7.36,2.439463e-08,343.82,210000000000000008287944704.000000,-13.21,0.94,0.44,5.26,0.0,0.0,568.7,0.3413,0.6087,0.2621,20.18,-0.07536,13.27,15.02,303.2,19.31,0.001835,0.778,290.1,100.9,0.2849,1.0,0.02439463,-7.612705764564501,5.260071387985075
True,8,0,True,30000.0,3.3,15.7806,18.13,182000.0,0.45,0.15,0.34,25.6,2.0,0.1,7.36,2.439463e-08,343.82,210000000000000008287944704.000000,-13.21,0.94,0.44,5.26,0.0,0.0,568.7,0.3413,0.6087,0.2621,20.18,-0.07536,13.27,15.02,303.2,19.31,0.001835,0.778,290.1,100.9,0.2849,5.0,0.02439463,-7.612705764564501,5.260071387985075
True,8,0,True,30000.0,3.3,15.7806,18.13,182000.0,0.45,0.15,0.34,25.6,2.0,0.1,7.36,2.439463e-08,343.82,210000000000000008287944704.000000,-13.21,0.94,0.44,5.26,0.0,0.0,568.7,0.3413,0.6087,0.2621,20.18,-0.07536,13.27,15.02,303.2,19.31,0.001835,0.778,290.1,100.9,0.2849,10.0,0.02439463,-7.612705764564501,5.260071387985075
True,8,0,True,30000.0,3.3,15.7806,18.13,182000.0,0.45,0.15,0.34,25.6,2.0,0.1,7.36,2.439463e-08,343.82,210000000000000008287944704.000000,-13.21,0.94,0.44,5.26,0.0,0.0,568.7,0.3413,0.6087,0.2621,20.18,-0.07536,13.27,15.02,303.2,19.31,0.001835,0.778,290.1,100.9,0.2849,15.0,0.02439463,-7.612705764564501,5.260071387985075
True,8,0,True,30000.0,3.3,15.7806,18.13,182000.0,0.45,0.15,0.34,25.6,2.0,0.1,7.36,2.439463e-08,343.82,210000000000000008287944704.000000,-13.21,0.94,0.44,5.26,0.0,0.0,568.7,0.3413,0.6087,0.2621,20.18,-0.07536,13.27,15.02,303.2,19.31,0.001835,0.778,290.1,100.9,0.2849,20.0,0.02439463,-7.612705764564501,5.260071387985075
True,8,0,True,30000.0,3.3,15.7806,18.13,182000.0,0.45,0.15,0.34,25.6,2.0,0.1,7.36,2.439463e-08,343.82,210000000000000008287944704.000000,-13.21,0.94,0.44,5.26,0.0,0.0,568.7,0.3413,0.6087,0.2621,20.18,-0.07536,13.27,15.02,303.2,19.31,0.001835,0.778,290.1,100.9,0.2849,25.0,0.02439463,-7.612705764564501,5.260071387985075
True,8,0,True,30000.0,3.3,15.7806,18.13,182000.0,0.51,0.2,0.34,173.4,2.0,0.1,7.36,3.0258679e-06,402.64486,30500000000000000817587290112.000000,-11.22,0.7,0.36,3.4,0.0,0.0,568.7,0.3413,0.6087,0.2621,20.18,-0.07236,13.82,17.95,362.3,20.22,0.1756,0.8879,362.9,75.22,30.18,1.0,3.0258679,-5.519150035847976,5.260071387985075
True,8,0,True,30000.0,3.3,15.7806,18.13,182000.0,0.51,0.2,0.34,173.4,2.0,0.1,7.36,3.0258679e-06,402.64486,30500000000000000817587290112.000000,-11.22,0.7,0.36,3.4,0.0,0.0,568.7,0.3413,0.6087,0.2621,20.18,-0.07236,13.82,17.95,362.3,20.22,0.1756,0.8879,362.9,75.22,30.18,5.0,3.0258679,-5.519150035847976,5.260071387985075
True,8,0,True,30000.0,3.3,15.7806,18.13,182000.0,0.51,0.2,0.34,173.4,2.0,0.1,7.36,3.0258679e-06,402.64486,30500000000000000817587290112.000000,-11.22,0.7,0.36,3.4,0.0,0.0,568.7,0.3413,0.6087,0.2621,20.18,-0.07236,13.82,17.95,362.3,20.22,0.1756,0.8879,362.9,75.22,30.18,10.0,3.0258679,-5.519150035847976,5.260071387985075
True,8,0,True,30000.0,3.3,15.7806,18.13,182000.0,0.51,0.2,0.34,173.4,2.0,0.1,7.36,3.0258679e-06,402.64486,30500000000000000817587290112.000000,-11.22,0.7,0.36,3.4,0.0,0.0,568.7,0.3413,0.6087,0.2621,20.18,-0.07236,13.82,17.95,362.3,20.22,0.1756,0.8879,362.9,75.22,30.18,15.0,3.0258679,-5.519150035847976,5.260071387985075
True,8,0,True,30000.0,3.3,15.7806,18.13,182000.0,0.51,0.2,0.34,173.4,2.0,0.1,7.36,3.0258679e-06,402.64486,30500000000000000817587290112.000000,-11.22,0.7,0.36,3.4,0.0,0.0,568.7,0.3413,0.6087,0.2621,20.18,-0.07236,13.82,17.95,362.3,20.22,0.1756,0.8879,362.9,75.22,30.18,20.0,3.0258679,-5.519150035847976,5.260071387985075
True,8,0,True,30000.0,3.3,15.7806,18.13,182000.0,0.51,0.2,0.34,173.4,2.0,0.1,7.36,3.0258679e-06,402.64486,30500000000000000817587290112.000000,-11.22,0.7,0.36,3.4,0.0,0.0,568.7,0.3413,0.6087,0.2621,20.18,-0.07236,13.82,17.95,362.3,20.22,0.1756,0.8879,362.9,75.22,30.18,25.0,3.0258679,-5.519150035847976,5.260071387985075
True,8,0,True,30000.0,3.3,15.7806,18.13,182000.0,0.51,0.2,0.34,173.4,2.0,0.1,7.66,3.0258679e-06,402.64486,30500000000000000817587290112.000000,-11.22,0.7,0.36,3.4,0.0,0.0,568.7,0.3413,0.6087,0.2621,20.18,-0.07236,13.82,17.95,362.3,20.22,0.1756,0.8879,362.9,75.22,30.18,1.0,3.0258679,-5.519150035847976,5.260071387985075
True,8,0,True,30000.0,3.3,15.7806,18.13,182000.0,0.51,0.2,0.34,173.4,2.0,0.1,7.66,3.0258679e-06,402.64486,30500000000000000817587290112.000000,-11.22,0.7,0.36,3.4,0.0,0.0,568.7,0.3413,0.6087,0.2621,20.18,-0.07236,13.82,17.95,362.3,20.22,0.1756,0.8879,362.9,75.22,30.18,5.0,3.0258679,-5.519150035847976,5.260071387985075
True,8,0,True,30000.0,3.3,15.7806,18.13,182000.0,0.51,0.2,0.34,173.4,2.0,0.1,7.66,3.0258679e-06,402.64486,30500000000000000817587290112.000000,-11.22,0.7,0.36,3.4,0.0,0.0,568.7,0.3413,0.6087,0.2621,20.18,-0.07236,13.82,17.95,362.3,20.22,0.1756,0.8879,362.9,75.22,30.18,10.0,3.0258679,-5.519150035847976,5.260071387985075
True,8,0,True,30000.0,3.3,15.7806,18.13,182000.0,0.51,0.2,0.34,173.4,2.0,0.1,7.66,3.0258679e-06,402.64486,30500000000000000817587290112.000000,-11.22,0.7,0.36,3.4,0.0,0.0,568.7,0.3413,0.6087,0.2621,20.18,-0.07236,13.82,17.95,362.3,20.22,0.1756,0.8879,362.9,75.22,30.18,15.0,3.0258679,-5.519150035847976,5.260071387985075
True,8,0,True,30000.0,3.3,15.7806,18.13,182000.0,0.51,0.2,0.34,173.4,2.0,0.1,7.66,3.0258679e-06,402.64486,30500000000000000817587290112.000000,-11.22,0.7,0.36,3.4,0.0,0.0,568.7,0.3413,0.6087,0.2621,20.18,-0.07236,13.82,17.95,362.3,20.22,0.1756,0.8879,362.9,75.22,30.18,20.0,3.0258679,-5.519150035847976,5.260071387985075
True,8,0,True,30000.0,3.3,15.7806,18.13,182000.0,0.51,0.2,0.34,173.4,2.0,0.1,7.66,3.0258679e-06,402.64486,30500000000000000817587290112.000000,-11.22,0.7,0.36,3.4,0.0,0.0,568.7,0.3413,0.6087,0.2621,20.18,-0.07236,13.82,17.95,362.3,20.22,0.1756,0.8879,362.9,75.22,30.18,25.0,3.0258679,-5.519150035847976,5.260071387985075
True,8,0,True,30000.0,3.3,15.7806,18.13,182000.0,0.45,0.1,0.35,12.25,2.0,0.1,7.21,3.564427e-10,335.75051,2995999999999999857393664.000000,-15.03,0.94,0.44,5.26,0.0,0.0,568.7,0.3413,0.6087,0.2621,20.18,-0.07336,13.63,14.63,295.2,19.82,2.6e-05,0.7379,289.9,101.9,0.004263,1.0,0.00035644269999999997,-9.448010275276092,5.260071387985075
True,8,0,True,30000.0,3.3,15.7806,18.13,182000.0,0.45,0.1,0.35,12.25,2.0,0.1,7.21,3.564427e-10,335.75051,2995999999999999857393664.000000,-15.03,0.94,0.44,5.26,0.0,0.0,568.7,0.3413,0.6087,0.2621,20.18,-0.07336,13.63,14.63,295.2,19.82,2.6e-05,0.7379,289.9,101.9,0.004263,5.0,0.00035644269999999997,-9.448010275276092,5.260071387985075
True,8,0,True,30000.0,3.3,15.7806,18.13,182000.0,0.45,0.1,0.35,12.25,2.0,0.1,7.21,3.564427e-10,335.75051,2995999999999999857393664.000000,-15.03,0.94,0.44,5.26,0.0,0.0,568.7,0.3413,0.6087,0.2621,20.18,-0.07336,13.63,14.63,295.2,19.82,2.6e-05,0.7379,289.9,101.9,0.004263,10.0,0.00035644269999999997,-9.448010275276092,5.260071387985075
True,8,0,True,30000.0,3.3,15.7806,18.13,182000.0,0.45,0.1,0.35,12.25,2.0,0.1,7.21,3.564427e-10,335.75051,2995999999999999857393664.000000,-15.03,0.94,0.44,5.26,0.0,0.0,568.7,0.3413,0.6087,0.2621,20.18,-0.07336,13.63,14.63,295.2,19.82,2.6e-05,0.7379,289.9,101.9,0.004263,15.0,0.00035644269999999997,-9.448010275276092,5.260071387985075
True,8,0,True,30000.0,3.3,15.7806,18.13,182000.0,0.45,0.1,0.35,12.25,2.0,0.1,7.21,3.564427e-10,335.75051,2995999999999999857393664.000000,-15.03,0.94,0.44,5.26,0.0,0.0,568.7,0.3413,0.6087,0.2621,20.18,-0.07336,13.63,14.63,295.2,19.82,2.6e-05,0.7379,289.9,101.9,0.004263,20.0,0.00035644269999999997,-9.448010275276092,5.260071387985075
True,8,0,True,30000.0,3.3,15.7806,18.13,182000.0,0.45,0.1,0.35,12.25,2.0,0.1,7.21,3.564427e-10,335.75051,2995999999999999857393664.000000,-15.03,0.94,0.44,5.26,0.0,0.0,568.7,0.3413,0.6087,0.2621,20.18,-0.07336,13.63,14.63,295.2,19.82,2.6e-05,0.7379,289.9,101.9,0.004263,25.0,0.00035644269999999997,-9.448010275276092,5.260071387985075
True,8,0,True,30000.0,3.75,7.7844,12.44,44280.0,0.51,0.25,0.34,273.4,2.0,0.1,7.66,4.2505444e-08,505.30684,377700000000000004991221760.000000,-12.76,0.85,0.36,1.5,0.0,0.0,743.4,0.3413,0.6087,0.09298,20.18,-0.0534,18.73,23.2,468.2,27.37,0.004272,0.8478,635.0,108.0,1.388,1.0,0.042505443999999996,-7.3715554429439,4.646207612206685
True,8,0,True,30000.0,3.75,7.7844,12.44,44280.0,0.51,0.25,0.34,273.4,2.0,0.1,7.66,4.2505444e-08,505.30684,377700000000000004991221760.000000,-12.76,0.85,0.36,1.5,0.0,0.0,743.4,0.3413,0.6087,0.09298,20.18,-0.0534,18.73,23.2,468.2,27.37,0.004272,0.8478,635.0,108.0,1.388,5.0,0.042505443999999996,-7.3715554429439,4.646207612206685
True,8,0,True,30000.0,3.75,7.7844,12.44,44280.0,0.51,0.25,0.34,273.4,2.0,0.1,7.66,4.2505444e-08,505.30684,377700000000000004991221760.000000,-12.76,0.85,0.36,1.5,0.0,0.0,743.4,0.3413,0.6087,0.09298,20.18,-0.0534,18.73,23.2,468.2,27.37,0.004272,0.8478,635.0,108.0,1.388,10.0,0.042505443999999996,-7.3715554429439,4.646207612206685
True,8,0,True,30000.0,3.75,7.7844,12.44,44280.0,0.51,0.25,0.34,273.4,2.0,0.1,7.66,4.2505444e-08,505.30684,377700000000000004991221760.000000,-12.76,0.85,0.36,1.5,0.0,0.0,743.4,0.3413,0.6087,0.09298,20.18,-0.0534,18.73,23.2,468.2,27.37,0.004272,0.8478,635.0,108.0,1.388,15.0,0.042505443999999996,-7.3715554429439,4.646207612206685
